Row,FICE,Name,Postal,Indicator,Average Math SAT Score,Average Verbal SAT Score,Average Combined SAT Score,Average ACT Score,First Quartile Math SAT,Third Quarter Math SAT,First Quartile Verbal SAT,Third Quartile Verbal SAT,First Quartile ACT,Third Quartile ACT,Number of Applications Received,Number of Applicants Accepted,Number of New Students Enrolled,Top 10 percent HS,Top 25 percent HS,Number of Fulltime Undergrad,Number of Parttime Undergrad,In-State Tuition,Out-State Tuition,Room and Board Costs,Room Costs,Board Costs,Additional Fees,Estimated Book Costs,Estimated Personal Spending,Percent of Faculty with Ph.D,Percent of Faculty with Terminal Degree,Student Faculty Ratio,Percent Alumni Donate,Instructional Expenditure per Student,Graduation Rate
655,2920,Duke University,NC,2,687,615,1302,30,640,740,570,670,28,32,13789,3893,1583,90,98,6188,53,18590,18590,5950,2996,2954,480,625,1162,95,96,5,44,27206,97
656,2923,East Carolina University,NC,1,486,435,921,18,430,530,390,470,17,18,9274,6362,2435,14,44,13171,1687,764,7248,3240,1590,1650,793,500,1700,74,78,13.2,18,9002,58
657,2926,Elizabeth City State University,NC,1,NaN,NaN,NaN,NaN,340,440,310,400,NaN,NaN,1531,827,405,12,46,1630,143,556,5030,2648,1220,1428,584,170,NaN,68,72,14.1,NaN,8994,51
658,2927,Elon College,NC,2,483,439,922,NaN,430,530,390,480,NaN,NaN,3624,2786,858,11,39,2933,334,9100,9100,3883,1782,2101,150,490,1777,70,74,18.9,34,6329,63
659,2928,Fayetteville State University,NC,1,426,390,816,NaN,370,480,330,440,NaN,NaN,1455,1064,452,1,16,2632,617,740,6806,2550,1150,1400,636,350,766,75,75,15.1,10,6972,24
660,2929,Gardner Webb University,NC,2,445,400,845,19,NaN,NaN,NaN,NaN,NaN,NaN,1110,930,332,18,36,1603,374,8180,8180,4270,2230,2040,950,500,500,65,58,15.2,12,5664,29
661,2930,Greensboro College,NC,2,485,438,923,NaN,420,520,370,480,NaN,NaN,608,494,176,10,31,649,314,8330,8330,3770,NaN,NaN,200,550,1300,64,80,13,31,7949,39
662,2931,Guilford College,NC,2,530,500,1030,24,470,590,430,560,20,27,1202,1054,326,18,44,1410,299,13404,13404,5160,2456,2704,210,450,1050,78,86,15.6,30,9114,65
663,2933,High Point University,NC,2,456,423,879,NaN,390,520,380,470,NaN,NaN,1412,1149,347,11,25,2045,359,7550,7550,4050,2440,1610,750,600,NaN,55,61,17.8,13,4947,62
664,2936,Johnson C. Smith University,NC,2,NaN,NaN,NaN,NaN,310,400,290,370,NaN,NaN,1349,932,407,6,14,1236,47,5453,5453,2191,1135,1056,685,500,NaN,61,NaN,14.2,NaN,NaN,37
665,2939,Lees-McRae College,NC,2,392,365,757,NaN,330,450,300,420,NaN,NaN,545,529,216,4,20,620,37,3807,NaN,1560,702,858,458,200,625,50,54,13.2,10,6795,NaN
666,2941,Lenoir-Rhyne College,NC,2,482,439,921,21,420,520,390,480,18,22,979,743,259,25,46,1188,166,10100,10100,4000,1740,2260,510,400,1000,88,92,12,20,8539,66
667,2942,Livingstone College,NC,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,900,473,217,22,47,621,11,4400,4400,3400,2000,1400,800,800,900,53,93,10.4,16,9268,92
668,2944,Mars Hill College,NC,2,442,406,848,20,380,510,350,460,NaN,NaN,1056,873,385,15,38,1111,244,6950,6950,3550,1900,1650,600,600,NaN,60,67,11.9,17,6786,69
669,2945,Meredith College,NC,2,NaN,NaN,NaN,NaN,430,540,400,490,NaN,NaN,857,772,376,25,58,1721,470,6720,6720,3250,NaN,NaN,NaN,450,1520,77,82,13.9,33,6881,82
670,2946,Methodist College,NC,2,NaN,NaN,NaN,NaN,370,510,340,450,17,21,750,633,296,27,51,926,367,8850,8850,3550,2100,1450,158,500,2600,73,73,11.4,NaN,NaN,56
671,2948,Montreat-Anderson College,NC,2,443,427,870,20,375,525,350,475,17,19,263,223,103,10,24,316,20,8438,8438,3372,1446,1926,NaN,500,2958,42,50,11.1,4,11989,15
672,2950,North Carolina Central University,NC,1,NaN,NaN,NaN,NaN,340,430,310,410,NaN,NaN,1773,1320,559,8,26,3531,808,676,5730,3136,1568,1568,493,NaN,NaN,66,73,15.4,NaN,7302,40
673,2951,North Carolina Wesleyan College,NC,2,432,394,826,20,380,480,340,450,NaN,NaN,812,689,195,7,24,646,84,8242,8242,4230,1900,2330,500,600,1295,77,77,12.7,11,10090,52
674,2954,Pembroke State University,NC,1,433,385,818,NaN,460,450,340,420,NaN,NaN,944,774,440,14,34,2174,529,628,6360,2760,1410,1350,514,550,1498,77,77,15,5,6443,48
675,2955,Pfeiffer College,NC,2,441,390,831,NaN,370,500,330,440,NaN,NaN,838,651,159,11,25,654,162,8640,8640,3700,NaN,NaN,NaN,400,1915,62,62,12.2,13,7634,48
676,2957,Queens College,NC,2,514,491,1005,26,460,570,420,550,24,28,516,392,154,32,62,630,549,11020,11020,4970,2160,2810,50,610,1900,73,75,14,36,9315,58
677,2960,Salem College,NC,2,508,494,1002,24,450,570,430,550,NaN,NaN,335,284,132,28,69,534,216,10475,10475,6300,3275,3025,176,500,2000,68,68,11.2,46,9599,60
678,2962,Shaw University,NC,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2533,937,620,NaN,NaN,2360,144,9192,9192,1738,649,1089,100,250,500,71,71,14.4,6,8078,69
679,2967,St. Andrews Presbyterian College,NC,2,465,450,915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,624,599,170,NaN,NaN,612,150,10375,10375,4575,1825,2750,NaN,500,1050,79,93,13.8,NaN,9332,56
680,2968,St. Augustine's College,NC,2,406,407,813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3113,1786,457,24,49,1614,131,3850,3850,3200,1924,1276,NaN,NaN,NaN,43,65,14,NaN,NaN,56
681,2972,North Carolina State University at Raleigh,NC,1,578,493,1071,NaN,510,630,440,530,NaN,NaN,10634,7064,3176,39,78,16505,5481,874,8400,6540,1640,1900,710,600,1300,92,98,17.5,21,9670,62
682,2974,University of North Carolina at Chapel Hill,NC,1,594,527,1121,NaN,530,530,460,570,NaN,NaN,14596,5985,3331,75,92,14609,1100,874,8400,4200,2040,2160,606,550,1200,88,93,8.9,23,15893,83
683,2975,University of North Carolina at Charlotte,NC,1,491,435,926,21,440,540,390,470,19,24,5803,4441,1730,19,62,10099,3255,764,7248,3109,NaN,NaN,693,600,1900,79,91,16.8,7,6227,62
684,2976,University of North Carolina at Greensboro,NC,1,499,457,956,NaN,450,550,400,500,NaN,NaN,5191,4134,1500,15,44,7532,1847,931,8677,3505,1715,1790,958,600,1300,75,94,15.5,17,7392,53
685,2978,Wake Forest University,NC,2,NaN,NaN,NaN,NaN,600,700,550,650,NaN,NaN,5661,2392,903,75,88,3499,172,13850,13850,4360,4360,NaN,NaN,500,1250,95,97,4.3,37,41766,89
686,2979,Warren Wilson College,NC,2,NaN,NaN,NaN,NaN,440,580,440,570,20,26,440,311,112,25,49,466,7,10000,10000,3052,NaN,NaN,515,400,1100,65,75,11.4,20,9430,63
687,2981,Western Carolina University,NC,1,457,410,867,NaN,400,510,360,450,NaN,NaN,3224,2519,1057,11,31,5000,706,718,6390,2380,1142,1238,647,110,1622,67,78,14.6,9,6554,55
688,2984,University of North Carolina at Wilmington,NC,1,494,441,935,21,440,550,390,480,NaN,NaN,6071,3856,1449,15,67,6635,1145,1492,7558,3680,2100,1580,752,500,1500,82,85,19.1,15,6005,55
689,2985,Wingate College,NC,2,442,400,842,22,390,785,380,475,20,23,1239,1017,383,10,34,1207,157,7820,7820,3400,1750,1650,300,550,1550,69,81,13.9,8,7264,91
690,2986,Winston-Salem State University,NC,2,405,369,774,NaN,325,425,320,375,NaN,NaN,1065,801,385,NaN,NaN,2069,748,1254,6272,2762,1342,1420,NaN,300,NaN,67,77,13.5,4,8064,46
691,2989,Dickinson State University,ND,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,434,412,319,10,30,1376,237,1681,4486,2146,846,1300,176,600,2000,50,64,16.5,28,4525,46
692,2990,Jamestown College,ND,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,19,24,472,410,262,14,41,9950,71,7620,7620,3050,1700,1350,NaN,400,400,51,53,17,21,3186,54
693,2992,University of Mary,ND,2,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,18,24,659,601,342,12,34,1476,282,6490,6490,2660,1345,1510,75,500,1800,26,36,18,NaN,4460,48
694,2993,Mayville State University,ND,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,233,233,153,5,12,658,58,1680,4486,2516,2516,NaN,240,600,1900,68,68,15.7,11,6971,51
695,2994,Minot State University,ND,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,681,681,681,NaN,NaN,3299,602,1711,4260,1912,724,1188,NaN,600,1893,44,44,20.1,NaN,4076,NaN
696,3005,University of North Dakota,ND,1,535,465,1000,23,460,610,390,520,19,25,2777,2249,1652,20,54,8334,1435,2110,5634,2703,1033,1670,318,450,1200,97,97,15.9,16,9424,49
697,3008,Valley City State University,ND,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,368,344,212,5,27,863,189,1606,4286,2570,1820,750,245,600,2000,39,41,14.9,25,4958,40
698,9265,North Dakota State University,ND,1,NaN,NaN,1040,23,NaN,NaN,NaN,NaN,18,25,2968,2297,1610,13,47,7368,1128,2310,5834,2744,1020,1724,198,600,2000,79,83,17,24,6310,42
699,2539,Chadron State College,NE,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,1024,1024,547,5,17,1830,490,1575,2670,2668,1484,1184,210,500,NaN,62,62,25,27,4895,80
700,2540,College of Saint Mary,NE,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,305,230,107,16,40,503,801,9000,9000,3500,3500,NaN,380,400,NaN,23,25,8.9,NaN,6696,47
701,2541,Concordia College,NE,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,440,434,252,22,50,764,38,7896,7896,3270,NaN,NaN,610,450,1200,54,60,11.1,NaN,7589,80
702,2542,Creighton University,NE,2,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN,22,27,2967,2836,876,30,60,3450,644,10628,10628,4372,2416,1956,336,650,2055,85,90,6.5,32,22906,85
703,2543,Dana College,NE,2,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,18,24,504,482,185,10,36,550,84,9130,9130,3322,1950,1372,465,450,1450,46,51,12.6,25,8686,54
704,2544,Doane College,NE,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,20,25,793,709,244,20,47,1022,411,9570,9570,3000,1020,1980,250,400,1000,67,72,15.1,42,6852,60
705,2548,Hastings College,NE,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,20,27,817,708,262,22,52,935,37,9376,9376,3272,1338,1934,396,500,1902,57,63,13,17,7335,52
706,2551,University of Nebraska at Kearney,NE,1,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,18,24,2837,2697,1417,NaN,NaN,5764,1176,1665,2550,2630,1280,1350,243,450,1970,59,62,19,NaN,4393,55
707,2553,Midland Lutheran College,NE,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,23,627,585,260,20,46,908,109,10300,10300,2970,1210,1760,NaN,NaN,NaN,42,45,14.5,NaN,6383,56
708,2554,University of Nebraska at Omaha,NE,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2704,2537,1766,NaN,NaN,6518,5560,1687,4560,NaN,NaN,NaN,117,600,NaN,77,77,19.7,NaN,NaN,19
709,2555,Nebraska Wesleyan University,NE,2,NaN,NaN,NaN,23,NaN,NaN,NaN,NaN,NaN,NaN,969,762,382,23,64,1442,263,9540,9540,3320,NaN,NaN,309,500,1800,82,83,13.5,37,7561,NaN
710,2559,Peru State College,NE,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,NaN,NaN,701,501,458,10,40,959,457,1432,2580,2624,1354,1270,254,500,900,48,100,20.1,24,4870,44
711,2563,Union College,NE,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,24,355,304,168,NaN,NaN,447,111,8760,8760,2690,1540,1150,NaN,550,1800,48,48,8.5,36,9416,48
712,2565,University of Nebraska at Lincoln,NE,1,513,447,960,22,NaN,NaN,NaN,NaN,NaN,NaN,6277,6003,3526,33,63,16454,3171,2055,5595,3145,1375,1770,360,500,2070,86,92,15.1,48,6813,53
713,2566,Wayne State College,NE,1,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,18,23,1373,1373,724,6,21,2754,474,1500,2700,2660,1230,1430,264,540,1660,60,68,20.3,29,4550,52
714,9743,Bellevue University,NE,2,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN,132,132,112,NaN,50,1032,943,3150,3150,NaN,NaN,NaN,130,500,2700,66,68,17.6,33,6705,NaN
715,2572,Colby-Sawyer College,NH,2,443,440,883,20,390,500,385,485,18,20,910,776,208,NaN,NaN,618,40,14090,14090,5395,2980,2415,NaN,400,1000,NaN,75,12.9,30,10802,72
716,2573,Dartmouth College,NH,2,692,627,1319,NaN,660,740,580,680,NaN,NaN,8587,2273,1087,87,99,3918,32,19545,19545,6070,3255,2815,105,550,1100,95,99,4.7,49,29619,98
717,2575,Franklin Pierce College,NH,2,424,403,827,NaN,360,480,350,450,NaN,NaN,5187,4471,446,3,14,1818,1197,13320,13320,4630,2500,2130,310,500,800,50,56,17.6,16,6418,51
718,2579,New England College,NH,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,951,879,199,5,15,744,196,13325,13325,5335,2770,2565,NaN,NaN,NaN,42,52,9.5,25,10164,59
719,2580,New Hampshire College,NH,2,433,383,816,NaN,385,495,340,426,NaN,NaN,1498,1275,292,NaN,17,1557,2973,10608,10608,4740,2760,1980,408,400,900,34,54,38.4,NaN,5523,76
720,2584,Notre Dame College,NH,2,439,430,815,NaN,340,490,330,470,NaN,NaN,379,324,107,15,37,500,311,9990,9990,4900,2650,2250,280,400,600,44,47,12.1,26,4948,33
721,2586,Rivier College,NH,2,NaN,NaN,NaN,NaN,360,500,370,480,NaN,NaN,484,386,141,6,28,590,1196,9870,9870,4860,4860,NaN,220,600,1100,59,59,12.2,19,6744,81
722,2587,Saint Anselm College,NH,2,512,481,993,NaN,440,560,430,530,NaN,NaN,2095,1553,514,15,40,1873,94,12950,12950,5400,5400,NaN,300,450,1120,70,82,14.5,29,6719,97
723,2589,University of New Hampshire,NH,1,536,476,1012,NaN,480,600,430,530,NaN,NaN,9750,7640,2529,24,62,10358,1338,3550,11180,3862,1648,2214,830,650,2450,89,87,17.5,16,7855,75
724,2590,Keene State College,NH,1,463,424,887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3121,2446,822,5,19,3480,776,2590,7870,4157,2727,1438,756,500,1150,73,73,16.1,13,6195,61
725,2591,Plymouth State College,NH,1,455,411,866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3321,2375,748,10,25,3483,374,2590,7870,4024,2689,1344,792,550,1100,82,85,18.8,22,5708,NaN
726,4731,Daniel Webster College,NH,2,490,438,928,NaN,430,540,370,500,NaN,NaN,585,508,153,12,30,460,536,12292,12292,4934,2370,2564,120,500,500,61,61,22.2,10,8643,72
727,30431,Thomas More Coll. of Liberal Arts,NH,2,526,540,1066,25,NaN,NaN,NaN,NaN,NaN,NaN,35,35,22,NaN,NaN,59,NaN,7200,7200,5200,NaN,NaN,NaN,600,1300,80,80,11.8,81,8100,60
728,2597,Bloomfield College,NJ,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1694,1408,268,NaN,NaN,1312,685,8300,8300,4350,NaN,NaN,150,500,2370,53,55,14.4,16,7003,38
729,2598,Caldwell College,NJ,2,478,441,919,NaN,440,540,400,490,NaN,NaN,1011,604,213,17,42,693,868,8900,8900,4600,NaN,NaN,105,425,1000,87,96,13.9,25,7922,55
730,2599,Centenary College,NJ,2,500,470,970,19,400,450,400,450,18,22,369,312,90,12,46,396,526,11400,11400,5400,5400,NaN,340,500,760,41,85,9.5,20,9583,24
731,2600,College of Saint Elizabeth,NJ,2,486,464,950,NaN,400,550,400,520,NaN,NaN,444,359,122,34,53,493,968,10900,10900,5250,NaN,NaN,500,380,1000,68,70,11.4,23,9447,78
732,2603,Drew University,NJ,2,603,564,1188,NaN,550,680,510,630,NaN,NaN,2153,1580,321,56,84,1192,87,18432,18432,5616,3224,2342,510,520,660,93,97,10.2,28,14907,83
733,2608,Georgian Court College,NJ,2,474,441,915,NaN,420,520,400,475,NaN,NaN,348,281,127,12,52,1095,785,9150,9150,3950,1750,2200,130,500,800,56,59,12.2,27,7348,76
734,2609,Rowan College of New Jersey,NJ,1,520,468,988,NaN,430,570,400,500,19,25,3820,1431,695,21,70,5303,3942,2342,4356,4830,NaN,NaN,753,800,800,76,81,22.1,6,7252,51
735,2610,Felician College,NJ,2,440,410,850,NaN,380,460,380,470,NaN,NaN,420,280,155,6,33,505,640,8100,8100,NaN,NaN,NaN,220,500,NaN,66,70,11.2,1,8008,NaN
736,2613,Jersey City State College,NJ,1,440,400,840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2957,1423,691,10,30,3817,1394,2798,3946,4800,2000,2800,646,400,1500,63,67,14.9,10,8367,26
737,2616,Monmouth College,NJ,2,494,440,934,NaN,430,560,400,470,NaN,NaN,2707,1881,478,14,34,1893,847,12480,12480,5290,2700,2590,490,530,1740,70,85,14.2,15,9492,54
738,2617,Montclair State University,NJ,1,487,431,918,NaN,418,566,371,496,NaN,NaN,5220,2128,865,19,53,6411,3186,2400,3648,4834,3160,1674,600,700,950,82,87,21.5,9,6717,58
739,2621,New Jersey Institute of Technology,NJ,1,600,466,1066,NaN,550,650,410,530,NaN,NaN,1879,1216,483,27,62,3311,1646,4188,8832,5376,3764,1612,792,700,1850,92,98,13.5,19,12529,72
740,2622,Kean College of New Jersey,NJ,1,463,417,880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3344,2322,1105,6,43,6804,3933,1965,2875,3840,2640,1200,590,600,NaN,76,85,17.2,NaN,6001,40
741,2625,William Paterson College of New Jersey,NJ,1,485,428,913,NaN,410,520,370,460,NaN,NaN,5485,2662,1108,9,38,5938,2298,2385,3135,4170,2600,1570,25,300,NaN,77,78,23.5,13,6391,38
742,2627,Princeton University,NJ,2,708,647,1355,NaN,645,737,583,678,NaN,NaN,13218,2042,1153,90,98,4540,146,19900,19900,5910,2696,3214,400,675,1575,91,96,8.4,54,28320,99
743,2628,Rider University,NJ,2,501,439,940,NaN,420,520,370,470,NaN,NaN,3586,2424,730,16,31,2748,1309,13250,13250,5420,NaN,NaN,215,700,3100,84,92,12.3,23,11299,70
744,2631,Rutgers State University at Newark,NJ,1,529,459,988,NaN,480,580,400,510,NaN,NaN,5785,2690,499,26,62,4005,1886,3640,7410,4748,2780,1968,978,690,2009,90,95,17.4,16,11878,58
745,2632,Seton Hall University,NJ,2,496,443,938,NaN,430,560,390,490,NaN,NaN,4576,3565,1000,16,36,4384,1530,12000,12000,6484,4358,2126,550,650,1000,81,84,14.4,15,10080,64
746,2638,Saint Peter's College,NJ,2,428,379,807,NaN,340,490,310,430,NaN,NaN,1606,1413,530,23,38,1921,1154,9408,9408,5520,2820,2700,295,500,450,78,78,12.1,22,7669,53
747,2639,Stevens Institute of Technology,NJ,2,652,521,1173,NaN,600,710,450,600,NaN,NaN,1768,1249,380,51,93,1263,11,16900,16900,5680,5680,NaN,635,450,750,89,89,19,33,12837,79
748,2642,Trenton State College,NJ,1,592,519,1111,NaN,540,650,470,570,NaN,NaN,5042,2312,944,55,94,5167,902,3116,5391,5411,NaN,NaN,896,700,1000,81,87,14.4,6,8504,81
749,2644,Upsala College,NJ,2,410,400,810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1540,1363,446,NaN,NaN,950,214,12500,12500,5260,NaN,NaN,200,700,500,72,88,14,NaN,NaN,43
750,4741,Rutgers State University at Camden,NJ,1,545,489,1034,NaN,510,590,450,530,NaN,NaN,3366,1752,232,27,79,2585,1300,3641,7411,4748,2780,1968,849,690,2009,90,95,18.6,12,10134,57
751,6964,Rutgers at New Brunswick,NJ,1,594,513,1107,NaN,530,660,460,570,NaN,NaN,48094,26330,4520,36,79,21401,3712,3640,7410,4748,2780,1986,1003,690,2009,90,95,19.5,19,10474,77
752,8770,Fairleigh Dickinson University,NJ,2,495,430,925,NaN,430,550,380,480,NaN,NaN,3148,1616,504,9,24,3553,3152,11010,11010,5400,2994,2406,611,623,NaN,77,87,16.7,8,9637,60
753,9344,Ramapo College of New Jersey,NJ,1,510,460,970,NaN,450,560,410,500,NaN,NaN,2088,957,362,6,29,2745,1938,3227,4449,4860,3400,1460,NaN,600,1655,74,95,17.8,8,7333,47
754,9345,Stockton College of New Jersey,NJ,1,552,489,1041,NaN,550,600,490,550,NaN,NaN,4019,1579,710,23,65,4365,765,2288,3040,4351,2775,1576,704,711,1125,78,92,19.5,7,5599,64
755,2093,Saint John's College,NM,2,NaN,NaN,NaN,NaN,520,650,550,675,27,30,285,246,126,20,45,411,NaN,17430,17430,5720,2790,2930,200,275,950,73,89,9.8,20,14342,61
756,2649,College of Santa Fe,NM,2,480,484,964,21,410,530,370,530,19,23,546,447,189,16,42,873,683,11138,11138,4138,1978,2160,330,600,1200,40,74,14,7,8820,80
757,2650,College of the Southwest,NM,2,460,390,850,19,NaN,NaN,NaN,NaN,NaN,NaN,77,61,27,7,38,352,147,3120,3120,3382,1358,2024,125,400,500,24,35,14.3,NaN,3190,20
758,2651,Eastern New Mexico University,NM,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,25,1256,1220,590,NaN,NaN,2762,587,1518,5586,2600,NaN,NaN,NaN,500,1200,73,80,19.6,2,5658,34
759,2653,New Mexico Highlands University,NM,1,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN,NaN,NaN,777,649,406,5,20,1630,384,1392,5148,2380,1430,950,20,400,NaN,72,78,17.4,NaN,7664,28
760,2654,New Mexico Institute of Mining and Tech.,NM,1,NaN,NaN,NaN,26,NaN,NaN,NaN,NaN,NaN,NaN,787,601,233,40,73,1017,411,1302,5376,3214,3214,NaN,556,600,1100,99,100,13.7,11,9241,34
761,2657,New Mexico State University,NM,1,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN,19,25,4119,3200,1663,NaN,NaN,9673,3481,1980,6432,3148,1588,1580,NaN,550,1066,76,NaN,19.6,NaN,6106,40
762,2664,Western New Mexico University,NM,1,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN,12,21,1054,1054,470,5,25,1495,521,1394,4652,2260,1340,920,NaN,500,NaN,55,55,15.5,8,NaN,47
763,10313,Univ. of New Mexico-Main Campus,NM,1,NaN,NaN,NaN,22,430,580,390,530,19,24,3871,3349,1891,27,53,12257,5264,1884,7115,3516,NaN,NaN,420,584,500,91,88,14.3,NaN,8209,34
764,2568,University of Nevada at Reno,NV,1,488,432,920,22,420,500,370,480,23,25,2868,2409,1524,NaN,NaN,5916,2939,1740,6490,4560,2635,1925,20,600,2900,78,80,15.4,12,10407,54
765,2569,University of Nevada-Las Vegas,NV,1,486,417,903,21,NaN,NaN,NaN,NaN,17,23,NaN,2786,1595,25,50,7969,8008,1740,6490,4952,1702,3250,40,700,1700,76,84,14.8,14,8139,37
766,9192,Sierra Nevada College,NV,2,400,400,800,21,NaN,NaN,NaN,NaN,NaN,NaN,200,160,100,5,25,300,50,7500,7500,4500,2500,2000,NaN,500,NaN,45,45,7.5,NaN,NaN,29
767,2666,Adelphi University,NY,2,500,457,957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2186,1924,512,16,29,2683,1227,12280,12280,6450,NaN,NaN,NaN,750,1500,29,30,12.2,16,10527,56
768,2667,Dowling College,NY,2,440,400,840,18,370,520,340,440,16,20,1011,829,410,9,33,1059,2458,9000,9000,3100,NaN,3100,630,450,1413,77,78,12.4,7,11178,42
769,2668,Alfred University,NY,2,NaN,NaN,NaN,NaN,540,660,480,580,23,28,1732,1425,472,37,75,1830,110,16548,16548,5406,2808,2598,424,500,600,82,88,11.3,31,10932,73
770,2671,Bard College,NY,2,NaN,NaN,NaN,NaN,550,690,550,670,NaN,NaN,1910,838,285,50,85,1004,15,19264,19264,6206,NaN,NaN,496,750,750,98,98,10.4,30,13894,79
771,2681,Canisius College,NY,2,NaN,NaN,NaN,NaN,500,570,390,450,19,24,2853,2193,753,16,34,2978,434,10750,10750,5340,2750,2590,326,400,1130,90,92,14.6,26,7972,64
772,2685,Cazenovia College,NY,2,392,375,781,19,NaN,NaN,NaN,NaN,NaN,NaN,3847,3433,527,9,35,1010,12,9384,9384,4840,2420,2420,395,600,500,22,47,14.3,20,7697,118
773,2687,CUNY-Brooklyn College,NY,1,490,426,916,NaN,420,560,350,490,NaN,NaN,3589,2992,1367,15,40,7767,3827,2450,5050,NaN,NaN,NaN,155,500,700,83,100,15.6,NaN,7581,43
774,2688,CUNY - City College,NY,1,488,405,893,NaN,400,570,310,480,NaN,NaN,3788,2747,1269,20,45,8071,3629,2450,5050,NaN,NaN,NaN,93,500,NaN,78,88,12.8,10,9002,34
775,2689,CUNY-Hunter College,NY,1,446,399,845,NaN,370,510,330,460,NaN,NaN,6189,3212,1418,14,43,8140,5947,2450,5050,NaN,1600,NaN,107,500,500,62,NaN,14.1,28,7216,39
776,2690,CUNY - Queens College,NY,1,486,421,907,NaN,420,550,360,480,NaN,NaN,4681,3627,1749,12,37,8837,5624,2650,5250,NaN,NaN,NaN,200,500,2100,100,100,12.5,11,7488,46
777,2699,Clarkson University,NY,2,612,518,1130,NaN,570,660,450,580,NaN,NaN,2174,1953,557,35,68,2332,53,15960,15960,5580,2622,2958,323,700,1300,95,95,15.8,32,11659,77
778,2701,Colgate University,NY,2,623,563,1186,27,580,680,520,620,25,35,4856,2492,727,46,75,2649,25,19510,19510,5565,2690,2875,145,500,750,95,98,10.5,45,15494,93
779,2703,College of Mount St. Vincent,NY,2,474,454,928,23,420,530,370,460,NaN,NaN,946,648,177,23,46,707,432,11790,11790,5770,NaN,NaN,60,500,1000,75,77,11.9,35,10015,83
780,2704,College of New Rochelle,NY,2,415,415,830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,551,437,143,NaN,NaN,2515,639,10200,10200,4628,NaN,NaN,NaN,NaN,NaN,87,NaN,37.5,NaN,NaN,NaN
781,2705,College of Saint Rose,NY,2,NaN,NaN,NaN,NaN,434,568,436,594,18,24,983,664,249,23,57,1698,894,9990,9990,5666,NaN,NaN,150,800,1500,66,71,14.3,28,6084,64
782,2707,Columbia University,NY,2,680,620,1300,NaN,630,720,590,680,NaN,NaN,6756,1930,871,78,96,3376,55,18624,18624,6664,3740,2924,486,550,300,97,98,5.9,21,30639,99
783,2708,Barnard College,NY,2,620,600,1220,NaN,570,660,540,640,NaN,NaN,2496,1402,531,53,95,2121,69,17926,17926,8124,4786,3338,720,600,850,83,93,10.3,33,12580,91
784,2709,Concordia College,NY,2,467,435,902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,303,198,101,10,40,443,153,9370,9370,4330,1870,2460,NaN,NaN,NaN,50,55,9.5,NaN,10497,53
785,2710,Cooper Union,NY,2,740,600,1340,NaN,690,760,540,660,NaN,NaN,2339,307,197,NaN,100,959,26,NaN,NaN,8700,4700,4000,300,860,1450,67,100,8.1,36,18798,95
